# init omega gamma A f
-1.555637075e+00 1.912519921e+00 2.024319597e-01 2.107685700e+01 5.821563901e+00
-3.869367204e-01 2.056054510e+00 7.035575775e-02 3.442755944e+01 3.299552178e+00
-1.481657381e+00 1.513268656e+00 3.624147034e-01 1.465929276e+01 6.024188370e+00
-3.459905717e-01 1.503223166e+00 6.675577767e-02 2.613144670e+01 3.648373054e+00
-5.917065895e-01 2.157978842e+00 6.027569630e-01 1.347769289e+01 5.849663477e+00
-4.363105033e-01 1.374797996e+00 2.102430658e-01 3.965258732e+01 3.458985777e+00
-1.089431064e+00 2.855258763e+00 1.908005191e-01 2.725798418e+01 6.129734955e+00
7.764192758e-01 1.385752927e+00 7.381908581e-01 2.722086003e+01 5.078466348e+00
1.555573092e+00 2.372317412e+00 3.598044213e-01 1.817820076e+01 3.247703550e+00
-1.555940856e+00 2.241375925e+00 2.105942999e-01 1.309510326e+01 5.576948885e+00
4.515608545e-01 3.077339830e+00 4.280180413e-01 6.061461637e+00 5.895373038e+00
-5.332398532e-01 2.362713387e+00 6.137996851e-01 2.381167272e+01 6.227138556e+00
1.337600018e-01 1.097579195e+00 7.761260301e-01 9.916286749e-01 5.621720958e+00
-2.402077557e-01 2.658407792e+00 4.698551826e-01 4.461266639e+00 5.305613354e+00
1.474018564e+00 2.917139363e+00 1.152116693e-02 2.453298173e+01 5.859028608e+00
-9.464680787e-01 1.513304414e+00 9.998887078e-02 7.097842948e+00 4.752233539e+00
3.264222802e-01 1.431648983e+00 7.934734131e-01 1.844955004e+01 4.386621415e+00
7.071317095e-01 1.040857867e+00 1.000709254e-01 2.046887444e+01 3.833152358e+00
-1.159755448e+00 3.049009232e+00 3.064598547e-01 2.588032924e+01 4.032539586e+00
5.677512273e-01 2.036730981e+00 2.053266659e-01 3.299513414e+01 5.409313755e+00
1.025934304e+00 2.118442337e+00 2.694004418e-01 1.500008407e+01 3.172666518e+00
-1.811631051e-01 2.220255431e+00 5.375196155e-01 3.770652563e+01 3.754879272e+00
-1.272290933e+00 1.363713170e+00 4.660688727e-01 7.121378626e+00 4.133296207e+00
-1.171560100e+00 1.293856084e+00 4.986877459e-01 3.082813099e+01 3.344262122e+00
-7.845324932e-02 1.572757625e+00 3.834856685e-01 9.373751918e+00 5.918660169e+00
7.223317314e-01 1.350019788e+00 1.579867707e-02 2.308880677e+01 5.086439537e+00
3.901481550e-01 1.883619432e+00 6.360859609e-01 2.850806660e+01 4.612942332e+00
-1.242319556e+00 1.251095775e+00 5.074701322e-01 2.635975988e+01 5.972311702e+00
-5.230852197e-01 1.480024845e+00 7.757779730e-01 3.466321316e+01 5.068804509e+00
-6.727505490e-01 2.858817152e+00 3.525672818e-04 2.826207522e+01 5.882708018e+00
-4.826095551e-01 1.102278852e+00 1.715069155e-01 1.991588220e+01 4.627026424e+00
-1.205171887e+00 1.770753659e+00 3.095461597e-01 2.423363402e+01 4.112032910e+00
9.051960179e-04 3.056789927e+00 2.103084663e-02 2.279701675e+01 5.083062496e+00
-4.797410306e-01 2.990556379e+00 1.627234657e-01 1.928285296e+01 4.084300923e+00
7.030246896e-01 8.607325184e-01 5.269138973e-01 3.944692889e+00 4.926303720e+00
-1.301022546e+00 1.404415403e+00 5.440921354e-01 1.549430221e+01 4.278505171e+00
-9.467691098e-01 2.441389572e+00 2.005431318e-01 1.569839518e+01 5.287048596e+00
-1.425157048e+00 2.746190570e+00 2.910102838e-01 2.682036609e+01 5.289695578e+00
-4.260163175e-01 2.306258780e+00 4.245355509e-01 6.426447239e+00 4.795725122e+00
9.109879403e-01 1.644666175e+00 7.721210428e-01 3.234891796e+01 6.276555865e+00
-1.176536045e+00 1.741118669e+00 3.725127442e-01 3.779000627e+01 4.754994442e+00
-2.484644781e-01 1.968463586e+00 1.593116906e-01 2.454023951e+01 3.169400122e+00
5.682625737e-01 1.659867442e+00 7.204657303e-01 3.723537418e+01 4.332173773e+00
-1.117847506e+00 1.379472214e+00 3.227966542e-02 1.933568974e+01 4.240881011e+00
-1.514088675e+00 1.497647154e+00 2.543266379e-01 2.375558917e+01 5.993007223e+00
-1.511148329e+00 2.469472156e+00 4.637547145e-01 2.420106563e+01 5.560557129e+00
2.307474150e-01 1.378484585e+00 7.647766815e-01 1.248126443e+01 4.782495275e+00
-6.631029193e-01 8.779016769e-01 2.430343521e-01 3.386898222e+00 5.318231704e+00
5.414538658e-01 2.561600767e+00 7.609625780e-01 2.665417663e+01 4.534434058e+00
-9.151963501e-01 2.456019908e+00 3.449420400e-01 1.374107410e+01 3.220221794e+00
3.242962648e-02 2.292565297e+00 6.142768672e-01 8.897400467e+00 3.422053928e+00
1.233867057e+00 3.026173587e+00 4.817603403e-01 2.077642909e+01 5.242094110e+00
2.948491612e-01 1.591212317e+00 8.805978022e-02 2.754168606e+01 4.021820060e+00
4.183668251e-01 1.538343086e+00 5.679252719e-01 1.188580730e+01 4.566457024e+00
1.429580643e+00 8.436075418e-01 2.128270737e-01 2.139590715e+01 5.272427110e+00
-4.894130611e-01 2.906109031e+00 7.586351249e-01 2.129400085e+01 4.267775848e+00
-1.605732397e-01 1.216875678e+00 3.735624263e-01 1.134136273e+00 5.953805704e+00
4.538368209e-01 1.990730675e+00 2.393190434e-01 8.439094571e+00 3.869202279e+00
-1.184712894e-01 1.436008695e+00 3.914814582e-01 8.211739404e+00 4.804947425e+00
2.827611865e-01 2.087834696e+00 2.465184032e-01 8.661193198e+00 4.650337088e+00
-1.554898199e+00 2.024244287e+00 3.987182683e-01 4.265903338e+00 3.407727196e+00
1.340210514e-01 2.850021243e+00 3.758780167e-01 2.946370232e+01 5.831439594e+00
-7.647618953e-01 2.045254906e+00 3.265587373e-01 1.241403246e+01 4.444860307e+00
-4.071741727e-01 2.472919505e+00 6.845479467e-01 3.775252018e+00 4.773763463e+00
9.055964950e-01 2.191846512e+00 1.965190988e-01 3.215443349e+01 4.906657872e+00
-5.397423909e-01 3.063780344e+00 6.352225037e-01 9.772220264e+00 5.493455817e+00
1.153488496e+00 1.750104860e+00 1.991461566e-01 3.977180983e+00 6.191235068e+00
5.663268918e-01 1.371857341e+00 4.411862842e-01 2.459728735e+01 6.130151947e+00
7.921885352e-01 2.913712482e+00 3.593757664e-01 1.262416725e+01 3.503575177e+00
3.674864410e-01 2.261170225e+00 3.470321284e-03 2.384026924e+01 5.170580203e+00
1.492444412e+00 2.084994722e+00 1.556450679e-01 1.170173626e+01 5.908127279e+00
1.287352981e+00 2.130594748e+00 2.978089575e-02 3.089230453e+01 4.844829177e+00
1.224030553e+00 1.056236940e+00 6.602635320e-01 3.402639467e+01 6.072799374e+00
8.139982436e-01 2.404890157e+00 1.651117449e-01 2.322672602e+00 6.119731231e+00
-1.434682605e+00 2.342716123e+00 6.971695721e-01 1.280221777e+01 3.384232306e+00
-1.455754980e+00 2.251453736e+00 6.120860826e-01 2.208522202e+01 6.046996469e+00
9.679462017e-01 1.968332022e+00 6.422485798e-01 2.024130765e+01 5.736841775e+00
1.502168005e+00 8.201583468e-01 5.353434594e-01 3.077854783e+01 4.878188541e+00
4.989669457e-01 1.367672522e+00 4.924447088e-01 1.804267814e+01 5.220363694e+00
-3.491184064e-01 2.720929579e+00 1.909049103e-01 2.713870145e+01 5.513846695e+00
4.308911696e-01 2.245946970e+00 7.595887636e-02 1.853187856e+00 4.921386107e+00
-9.729315711e-01 2.244784716e+00 6.923777526e-01 2.631057792e+01 4.179556719e+00
-2.814781520e-01 1.339470725e+00 5.023186303e-01 1.664009348e+01 3.716279904e+00
-4.043855055e-01 2.665323847e+00 7.980542134e-01 2.428321689e+01 5.339815245e+00
-6.740690245e-01 1.208579913e+00 1.414209614e-01 1.618434439e+01 4.640062473e+00
-1.049418890e+00 1.037472517e+00 3.332883343e-01 3.553830071e+01 6.110778685e+00
1.375583030e+00 2.290997407e+00 5.633529982e-01 1.259401354e+01 3.327313930e+00
1.543982877e+00 7.875192571e-01 1.676964171e-01 2.735308907e+01 6.166163336e+00
1.912982566e-01 7.871260097e-01 2.529057128e-03 3.980143676e+01 5.109535742e+00
1.834099596e-01 1.924111191e+00 7.543588577e-01 2.328187595e+01 3.898613388e+00
1.451831383e+00 2.405442037e+00 8.849251590e-02 1.776765651e+01 5.750222877e+00
5.646657569e-01 2.559044979e+00 2.389987404e-01 4.753911094e+00 3.574745292e+00
-1.415576997e+00 3.064455922e+00 6.824413628e-01 3.292031518e+01 4.882405223e+00
-6.669496842e-01 2.137267361e+00 4.748516369e-01 6.677276390e+00 4.414001013e+00
-3.035442174e-01 2.135121764e+00 5.494510674e-01 4.668458953e+00 4.467690760e+00
-3.370163162e-01 2.693615925e+00 6.504443045e-01 3.003788601e+01 4.765386102e+00
-8.807400300e-01 1.534249735e+00 1.079270682e-01 2.451425522e+01 4.531025242e+00
-3.366958431e-01 1.160303440e+00 3.543841094e-01 6.026815094e+00 4.692008681e+00
6.661597972e-01 2.542088121e+00 2.889061758e-01 1.264480445e+01 5.657818602e+00
9.180964015e-01 2.924276976e+00 1.442004800e-01 1.395625389e+01 4.663104615e+00
1.162089900e+00 1.812262280e+00 4.722860245e-01 2.018813382e+01 5.131058919e+00
-9.949937151e-01 2.952027860e+00 5.753659946e-02 1.863153250e+01 4.487863444e+00
-2.190165088e-01 1.318229010e+00 5.392564501e-02 5.179877931e+00 3.632268882e+00
-1.098847565e+00 1.624194020e+00 4.370916608e-01 3.877842961e+01 3.628016465e+00
-7.045791608e-01 2.749802301e+00 7.102272289e-01 3.338539726e+01 3.604321202e+00
-1.382477859e+00 2.990662471e+00 6.789886900e-02 2.603136734e+01 4.831424551e+00
4.172727185e-01 2.264205499e+00 5.287766134e-01 3.857875478e+01 4.890907140e+00
-6.497383208e-01 3.017939229e+00 2.481537668e-01 4.012884652e+00 5.690340565e+00
1.258270435e+00 1.635303698e+00 1.463097605e-01 3.829824138e+01 4.758551462e+00
-6.606575921e-01 1.449401026e+00 3.748917373e-01 2.505056438e+01 5.783547411e+00
-1.306579252e+00 2.009198038e+00 6.113921611e-01 2.162441138e+01 4.522240038e+00
-1.593283234e-01 2.895577032e+00 4.876673499e-01 2.861876898e+00 4.961370757e+00
-9.099017777e-01 1.044406135e+00 3.076242226e-01 2.789766506e+00 3.556814738e+00
3.750736537e-01 1.660484142e+00 2.324723881e-01 2.431829660e+01 5.314445565e+00
1.170262902e-01 2.542203963e+00 4.589861195e-02 2.638568929e+01 4.300351414e+00
1.336702328e+00 2.236508030e+00 1.270718771e-01 2.278566003e+01 5.508963060e+00
-5.545885872e-01 1.294114567e+00 6.047497493e-01 3.698705048e+01 4.156132894e+00
7.778592422e-01 1.325264203e+00 2.660970983e-02 3.592139243e+01 3.275395867e+00
9.344585836e-01 8.109611833e-01 7.968731042e-01 3.801846357e+01 4.887873523e+00
-1.410229734e+00 2.108688037e+00 4.262474922e-01 7.922759624e+00 4.472257387e+00
-7.538640113e-01 3.070663179e+00 1.538070058e-01 6.782317420e+00 3.228257712e+00
7.619531429e-01 1.073695935e+00 4.013561400e-01 1.151765441e+01 6.169249516e+00
4.467942905e-01 2.607467712e+00 3.832684398e-01 2.283616666e+01 3.976992006e+00
5.381373902e-01 1.416320033e+00 6.390989464e-01 6.743186510e-02 5.425401319e+00
-2.417724306e-01 2.323541212e+00 3.794181627e-01 1.352556407e+01 3.168459870e+00
-1.416798191e+00 3.094625023e+00 3.565394248e-01 3.194555590e+00 5.395160552e+00
-8.550489017e-01 2.386541812e+00 6.370514020e-01 2.040977939e+01 4.907011136e+00
-7.796494176e-02 1.651760986e+00 2.769840379e-01 3.199835237e+01 5.621869477e+00
-2.974201729e-01 1.338948103e+00 3.300867911e-01 8.127709157e+00 4.466298726e+00
1.098394364e+00 2.303006891e+00 1.459113896e-01 3.801805873e+01 5.977858357e+00
1.109835795e+00 3.043477472e+00 3.369596807e-01 2.152893518e+01 5.968460795e+00
1.422384821e+00 2.588742547e+00 1.767618849e-01 8.378658357e+00 3.205839263e+00
1.535238872e+00 3.055315614e+00 7.890444519e-01 5.124975981e+00 4.458602596e+00
1.215570914e+00 2.429875163e+00 7.200437446e-01 3.552818993e+01 4.218554865e+00
4.436314283e-01 3.091362710e+00 3.304392224e-01 3.434802020e+01 6.197876991e+00
-8.903547380e-02 2.939307999e+00 7.045226294e-01 8.265331544e+00 3.686130802e+00
-9.698148088e-01 8.252556077e-01 5.087196472e-01 1.051055107e+01 5.324642106e+00
-1.324813062e+00 2.672913105e+00 6.063199773e-02 3.819092929e+01 3.331929134e+00
2.314579955e-01 8.669767954e-01 3.891763415e-01 2.535633264e+01 4.696442196e+00
5.304021915e-01 2.389991490e+00 2.500601875e-01 3.467147279e+01 4.947280206e+00
3.672314224e-01 2.572656768e+00 1.182055604e-01 2.870746781e+01 4.408815266e+00
-1.303524133e+00 2.078239175e+00 3.399785128e-01 2.459186407e+01 4.858026800e+00
1.000843993e+00 1.980756804e+00 1.475450332e-01 3.705410765e+01 6.126987963e+00
-1.460114366e+00 1.067452626e+00 5.291823859e-02 2.917814143e+01 3.521556271e+00
1.896184182e-01 1.448426011e+00 6.336026031e-01 8.866455522e-01 3.860386084e+00
-1.235678200e+00 1.243355072e+00 2.592516526e-01 3.885075774e+01 5.728733806e+00
1.567284391e+00 1.658046352e+00 4.817278267e-01 1.365829671e+01 5.544434326e+00
3.913446911e-01 1.001641743e+00 2.410993809e-01 1.571809906e+01 3.695801517e+00
-6.345930208e-01 1.768576985e+00 6.544731821e-02 6.313717484e+00 5.142705697e+00
1.174986236e+00 8.961784781e-01 7.934321771e-01 3.193697321e+01 3.602080199e+00
5.642954801e-01 8.347823343e-01 5.558108155e-01 1.691290094e+01 3.787554956e+00
-7.670535928e-01 3.120838727e+00 5.999267963e-01 3.665268528e+01 5.600146937e+00
1.205087283e+00 1.414119197e+00 2.010549612e-01 1.314629817e+01 4.474556876e+00
1.500198430e+00 1.085719912e+00 4.637582551e-01 7.407462724e+00 4.626094291e+00
1.146817050e-01 1.788550058e+00 4.913690298e-01 3.629911426e+01 3.550203901e+00
3.939623633e-01 1.249733795e+00 5.819016246e-01 1.375803942e+01 5.208754538e+00
-2.084589655e-01 3.013321362e+00 5.313412636e-01 2.702902910e+01 4.740401319e+00
-1.288278584e+00 1.568470150e+00 3.182599879e-01 3.865404297e+01 5.234097722e+00
1.159536350e+00 2.392197797e+00 4.377535547e-01 1.829028222e+01 3.310463875e+00
-1.126678608e+00 1.566888825e+00 5.750336340e-01 1.610577889e+01 3.257797838e+00
5.140652637e-01 2.004125725e+00 3.498449904e-01 5.010439102e+00 4.369179788e+00
-1.392988639e-01 9.242821511e-01 7.837533305e-01 3.685282974e+01 4.255996915e+00
-7.441070809e-01 8.562880208e-01 3.088132725e-01 3.642783393e+01 5.236206358e+00
7.433547301e-01 2.297824070e+00 4.534816764e-01 1.215399364e+01 4.580015380e+00
1.031884945e+00 1.821997529e+00 3.002779676e-01 2.580375137e+01 5.172683153e+00
9.994986237e-01 3.119655879e+00 1.056185458e-01 1.041770602e+01 3.856413405e+00
-9.469425637e-01 1.257531150e+00 2.327464919e-01 3.891220633e+01 5.687736677e+00
1.810283280e-01 2.863122256e+00 3.235877023e-01 3.106794260e+01 3.250581114e+00
-1.046034128e+00 9.908862840e-01 6.294657207e-01 1.204091420e+01 3.440481039e+00
7.836227991e-01 2.536305004e+00 7.480570378e-01 3.524439022e+01 5.779137052e+00
-7.302633050e-01 1.681759672e+00 4.584450002e-01 1.603067412e+01 4.023953807e+00
1.175153386e+00 2.482533098e+00 5.578627402e-01 1.934831209e+00 6.253168881e+00
-1.546578306e+00 1.319917282e+00 7.738936623e-01 5.473608716e+00 4.096659304e+00
-1.173773243e+00 1.352686638e+00 2.274597398e-01 4.779930387e+00 4.593940653e+00
-1.250685831e+00 2.934281541e+00 4.124766369e-01 1.086924060e+01 4.292624335e+00
-7.589966061e-01 1.144799257e+00 4.913678125e-01 2.976441738e+01 4.779805860e+00
2.613360092e-01 2.805356981e+00 3.829480027e-01 1.046147131e+01 5.309519499e+00
1.059060799e+00 2.347502432e+00 5.683638420e-01 1.222597030e+01 3.662933342e+00
4.319929629e-01 1.969100573e+00 4.894178251e-01 2.313997597e+01 4.517988222e+00
5.983269506e-01 3.084791538e+00 5.623878427e-01 3.002852175e+01 5.978922818e+00
-1.231600605e+00 2.296902791e+00 1.803803664e-01 2.085976686e+01 3.877374249e+00
-9.117000465e-01 8.323720855e-01 5.749148624e-01 3.906990940e+01 5.261949314e+00
9.885711193e-01 2.239504350e+00 7.446853536e-01 1.176427231e+00 5.304921167e+00
5.988386818e-01 3.029339200e+00 2.321518500e-02 1.843879048e+01 3.732400121e+00
1.394111070e+00 2.328334535e+00 5.643728265e-02 1.695126975e+01 5.449663489e+00
-1.071781064e+00 1.714556452e+00 5.982617341e-01 1.607340094e+01 5.439463338e+00
-1.154700602e+00 1.169760188e+00 7.770146945e-02 1.630571110e+01 4.617002290e+00
-7.465854396e-01 1.231740046e+00 1.052243847e-01 7.881923454e+00 5.942350583e+00
9.234476320e-01 1.157052309e+00 2.400811232e-01 3.447884986e+01 5.100120610e+00
2.504894705e-02 2.574612441e+00 2.702922899e-01 3.510301054e+01 4.669313976e+00
3.648964709e-01 2.710097326e+00 3.888500008e-01 1.325184471e+01 3.611913680e+00
-1.022833146e+00 2.803408891e+00 7.633215252e-01 3.234063429e+01 5.277151183e+00
3.311265812e-01 8.818330875e-01 6.497262642e-01 1.754713856e+01 3.813240443e+00
1.750399937e-01 1.068527747e+00 5.364852921e-01 2.527148819e+01 6.117344368e+00
5.500220144e-01 1.639148251e+00 7.248334172e-01 2.845660407e+01 4.148393151e+00
-1.832999073e-01 2.466107764e+00 2.491066270e-01 3.069444010e+01 5.455343503e+00
4.449730087e-01 1.736277439e+00 4.635780448e-01 1.274003051e+01 4.732673424e+00
-2.367320923e-01 1.688311967e+00 2.933053226e-01 1.013191158e+01 5.027029633e+00
1.851007971e-01 1.413528779e+00 2.056212225e-01 2.708145601e+01 5.997509546e+00
-7.824003089e-01 2.445235011e+00 3.708815879e-01 2.903995729e+01 4.902439834e+00
-1.434929557e+00 1.259944637e+00 1.119942123e-01 1.182108531e+01 6.185631067e+00
-1.002725195e+00 2.422491476e+00 7.319598401e-01 1.451439893e+01 5.825586161e+00
-9.582964680e-01 2.765054798e+00 5.573894572e-01 2.922710005e+01 3.272085525e+00
-1.335856141e+00 2.187530256e+00 3.561336819e-02 7.575107927e+00 5.087610558e+00
1.297916253e+00 2.493554931e+00 2.381882779e-01 3.837770572e+01 6.229427127e+00
-1.127972952e+00 2.744700292e+00 3.214226166e-01 2.311018041e+01 3.542464950e+00
1.189278882e+00 3.039678816e+00 7.162737219e-01 2.254940227e+01 4.279532104e+00
1.399921869e+00 2.838442203e+00 6.983935989e-01 2.525478578e+01 3.472073960e+00
1.213433211e+00 1.377370505e+00 6.644060231e-01 1.903254181e+01 4.963821627e+00
1.540659864e+00 2.319426790e+00 8.636599440e-02 1.457873365e+01 3.150770851e+00
1.145020967e+00 8.528207990e-01 6.355562443e-01 2.988794745e+01 5.868727247e+00
6.479811624e-01 1.786292314e+00 9.294812075e-02 3.082422432e+01 3.632008882e+00
9.924418742e-01 2.850154621e+00 1.360047820e-01 8.678678297e+00 3.152347475e+00
-4.107830451e-01 1.947663263e+00 7.434976125e-01 6.754103178e+00 5.763908041e+00
-6.294161464e-01 2.189196972e+00 7.799019056e-01 3.125046518e+01 5.145522864e+00
1.139868443e+00 1.570990415e+00 2.425094314e-01 2.749925836e+01 4.791842411e+00
2.961890170e-01 2.083259883e+00 5.188680598e-01 3.253080585e+01 3.212664504e+00
-1.347925015e+00 2.782794384e+00 5.612469534e-01 3.657196773e+01 6.071576067e+00
1.126135857e-02 2.800675624e+00 3.350496551e-01 7.555959877e+00 5.440359469e+00
-1.141959458e-01 1.253224703e+00 6.552918228e-02 1.889451388e+01 3.155400639e+00
1.507956361e+00 2.242320203e+00 6.092541981e-01 1.561964495e+01 3.690039283e+00
1.868838034e-01 1.423364408e+00 8.252851774e-02 1.378249688e+01 5.747599031e+00
1.293168372e+00 3.074318204e+00 5.301787501e-01 3.792446673e+01 3.946871694e+00
-1.408679003e+00 9.630816647e-01 4.815520377e-01 2.848662980e+01 3.430594737e+00
-6.728888430e-01 2.079638295e+00 4.994985357e-01 2.841407538e+01 5.053594643e+00
4.498362615e-01 2.762216388e+00 1.545934646e-02 1.181814610e+01 5.678694849e+00
3.394316739e-01 2.450835715e+00 5.345007352e-01 1.552091031e+01 3.556642806e+00
5.600203914e-01 1.787680650e+00 1.934090824e-02 3.888745847e+00 3.793046228e+00
-1.080912513e+00 2.246844026e+00 3.706493085e-01 3.363443471e+01 3.192597543e+00
-5.070254412e-01 2.240294548e+00 3.136094467e-01 1.386167528e+01 5.665667710e+00
8.623857992e-01 2.941428747e+00 7.378703244e-01 9.652476319e+00 3.845850532e+00
-1.356701311e+00 1.504913173e+00 5.160750618e-01 3.820656236e+01 5.007140081e+00
-7.914538406e-01 1.241712887e+00 4.846221085e-01 2.823702319e+01 6.109274958e+00
-1.754240390e-02 9.153742707e-01 4.316833236e-01 6.092657419e+00 5.313643652e+00
-1.180288137e+00 1.108674276e+00 5.589739157e-01 2.861767248e+01 4.282722749e+00
-1.141838233e+00 2.720184193e+00 6.136191267e-01 4.992569625e+00 5.673470380e+00
3.801688679e-01 3.029765566e+00 1.331831974e-02 4.227309927e+00 5.414487398e+00
2.470742450e-02 2.157399671e+00 5.130609817e-01 2.759720922e+01 6.242040037e+00
-6.176916651e-01 2.226318300e+00 3.204813139e-01 8.315142904e+00 4.516435726e+00
6.494970585e-01 2.386195767e+00 1.779801528e-01 3.520334452e+01 5.618454883e+00
-2.566763837e-01 1.045083671e+00 3.742300546e-01 2.640980428e+01 5.628486867e+00
-1.131985659e+00 1.743789101e+00 7.070391839e-01 3.374060950e+01 5.596077896e+00
3.966112437e-02 1.156266440e+00 1.342994928e-01 3.576465307e+01 4.549249718e+00
-1.223994104e+00 8.744733360e-01 2.108636518e-02 2.013237264e+01 4.351240712e+00
1.545455218e+00 2.525952459e+00 7.031054971e-01 1.634456179e+01 5.120561454e+00
4.175953038e-01 1.284898325e+00 6.797125995e-02 3.869964304e+01 3.160426177e+00
-1.073458482e+00 1.090930389e+00 5.081443489e-01 8.589441158e+00 5.771699273e+00
2.394524992e-01 1.463381259e+00 1.673475158e-01 3.191489703e+00 4.571971887e+00
-4.326266208e-01 1.659750971e+00 5.779841777e-01 2.097436915e+01 4.808144856e+00
7.830954328e-01 2.329803655e+00 3.091557466e-01 3.870181898e+01 4.852218520e+00
1.286061833e+00 2.134093715e+00 2.546319952e-01 5.804941164e+00 4.559600391e+00
2.076299532e-01 2.509702420e+00 4.332577883e-01 2.444691292e+01 3.319198069e+00
-2.862826092e-01 2.350106069e+00 3.809419963e-01 1.099085651e+01 4.896572866e+00
-1.162307172e+00 1.984203914e+00 6.405940099e-01 2.410507629e+01 3.552236204e+00
-7.004124978e-01 2.612739310e+00 5.492826416e-01 1.149111200e+01 4.319151527e+00
1.944746328e-02 2.161237162e+00 4.015445519e-01 1.292352886e+00 5.617684252e+00
-6.667431083e-01 2.270755387e+00 4.328908571e-01 2.747047798e+01 5.876720365e+00
-7.259995456e-01 1.984533123e+00 2.968029061e-01 5.378535263e+00 3.746711885e+00
-3.277245597e-01 2.770360753e+00 1.566290968e-01 3.862491391e+01 6.132461878e+00
-9.338206479e-01 1.455776080e+00 1.719060621e-01 2.827720244e+00 5.276287275e+00
-3.620492355e-01 8.483391471e-01 4.432357204e-01 1.027231889e+01 4.236655781e+00
5.721079843e-01 1.372120540e+00 4.056978750e-01 2.022146559e+01 3.260958100e+00
7.763592924e-01 2.283167995e+00 5.668885243e-02 4.404274377e+00 3.542644048e+00
-1.481735297e+00 1.070738746e+00 4.091573972e-01 1.734892710e+01 3.961896561e+00
8.914980629e-01 9.348520413e-01 5.662207562e-02 3.707968759e+01 3.534285421e+00
9.557339984e-01 3.098711383e+00 6.792048148e-01 4.846115313e+00 5.454766013e+00
3.431160914e-01 1.337587887e+00 3.474953813e-02 3.236179365e+00 3.205900193e+00
-3.294853983e-01 1.041838453e+00 5.125799968e-01 5.850828366e+00 3.461038437e+00
1.194270068e+00 1.139685994e+00 6.393401828e-02 1.602708508e+01 4.560470921e+00
-1.202743823e+00 8.623957153e-01 5.102432506e-02 1.812020293e+01 5.994110130e+00
9.152024917e-01 1.593535006e+00 3.497138841e-01 2.858983615e+01 4.182095951e+00
8.023690737e-01 3.037246289e+00 7.400439960e-01 1.885919152e+01 4.525561812e+00
1.051676680e+00 1.596589824e+00 2.458322393e-02 5.556226286e+00 5.511548712e+00
7.755201260e-01 1.165979708e+00 4.162785602e-01 2.232742676e+01 3.915865456e+00
-1.218669696e+00 1.951161728e+00 5.329977452e-01 6.940088233e+00 5.133209033e+00
-1.491531454e+00 1.539194813e+00 7.244642820e-02 3.806884977e+01 4.473144758e+00
7.631896306e-01 2.625421433e+00 7.006337019e-01 3.768447509e+01 6.098030249e+00
6.140352279e-01 1.812302369e+00 6.675844115e-02 6.402189200e+00 4.048505759e+00
1.164870424e-01 1.852191597e+00 2.552561412e-01 2.837572810e+01 5.525606533e+00
-1.169923914e+00 2.233785257e+00 2.804897449e-01 2.656473955e+01 5.972583006e+00
-9.718086811e-01 2.963983192e+00 4.129558449e-02 3.342206393e+01 4.320229619e+00
6.367618705e-02 2.745626170e+00 3.393650003e-03 2.266527637e+00 3.822475913e+00
6.090484921e-01 1.159203521e+00 3.213321236e-01 3.739423182e+01 5.249019614e+00
1.466721305e+00 2.698180670e+00 1.108578100e-01 2.587240200e+01 4.646565944e+00
3.798293891e-01 8.843350554e-01 3.909272599e-02 1.047765498e+01 3.435436238e+00
1.197206047e+00 2.621247843e+00 2.312837334e-01 1.509564424e+01 5.086802689e+00
1.001058114e+00 2.785444613e+00 6.774998690e-01 3.814984388e+01 4.984661705e+00
-1.344096393e+00 2.454631494e+00 7.401659068e-01 3.614468454e+01 4.961288334e+00
7.823544227e-01 1.494145790e+00 1.444420355e-02 8.043609807e+00 5.407046778e+00
1.309333632e+00 3.106564896e+00 4.223986262e-01 1.851632950e+01 3.222991444e+00
1.217910809e+00 2.078582833e+00 2.901675314e-01 3.559797452e+01 3.770281634e+00
5.091517839e-01 2.867276687e+00 4.793012489e-01 1.024415608e+01 3.703789870e+00
1.765287578e-01 1.470197937e+00 4.899316422e-01 7.138607858e+00 3.754632656e+00
8.394428512e-02 1.737700671e+00 3.165336601e-01 1.206711947e+01 3.536865638e+00
2.933785237e-01 2.080535642e+00 7.894020760e-01 3.549502694e+01 5.696165954e+00
-4.926600894e-01 3.035340724e+00 4.027267801e-02 3.914421235e+01 5.204999911e+00
6.365564569e-01 8.719535145e-01 4.008761764e-01 1.696768969e+01 3.369377787e+00
8.317701191e-01 2.735283766e+00 6.382514010e-01 2.408387941e+01 3.325445450e+00
-7.212820058e-01 2.911350037e+00 6.678016436e-01 1.656546172e+00 5.628112062e+00
-5.933583943e-01 1.881119437e+00 6.577864876e-01 3.058334151e+01 6.142551992e+00
-5.614991808e-01 2.464356383e+00 5.591605338e-01 2.166925332e+01 5.373283113e+00
6.626489441e-01 2.879960412e+00 3.841973024e-01 3.941567506e+00 3.418609902e+00
4.160994830e-01 1.892320323e+00 8.215693744e-02 9.710055499e+00 4.041363975e+00
1.282428275e-01 1.325225362e+00 2.638031497e-02 2.619307094e+01 6.046127011e+00
9.753749540e-01 1.136789830e+00 3.013805191e-01 3.782133702e+01 3.718296888e+00
-1.425173611e+00 1.059107156e+00 6.027252196e-01 1.831842578e+01 4.882972756e+00
-5.887030096e-01 8.563269672e-01 4.535582893e-01 3.374024708e+01 5.555463081e+00
