# init omega gamma A f
3.917331338e-01 8.783089210e-01 2.191016934e-01 5.482363519e-01 2.777801298e+00
5.236543770e-01 1.178642865e+00 3.353728736e-01 5.115650109e-01 2.778552269e+00
1.163024089e+00 9.110342982e-01 3.525447559e-01 6.662930268e-01 2.832208348e+00
7.884320875e-01 1.441758395e+00 1.947692723e-01 6.414941483e-01 2.182178035e+00
1.122537993e-01 1.056375124e+00 1.945627155e-01 5.219441999e-01 2.479287285e+00
1.556636382e-01 1.298419276e+00 2.546926297e-01 1.730727101e-01 1.653549129e+00
3.962275075e-01 1.014957280e+00 1.311246141e-01 7.813944359e-01 1.753758252e+00
1.216624763e+00 1.250223944e+00 2.928859347e-02 3.308309563e-01 2.967156301e+00
1.107713062e+00 9.402398421e-01 3.431010120e-01 1.880067744e-01 3.114678712e+00
1.506971035e+00 1.330106888e+00 2.706862283e-02 1.669623997e-01 3.138173711e+00
3.783672396e-01 1.492891004e+00 2.452044468e-02 8.024721411e-01 1.696209313e+00
8.800037212e-01 1.548269369e+00 8.842770983e-02 9.779868177e-01 3.139524330e+00
1.211519764e+00 1.226034082e+00 1.425772040e-01 3.187976179e-01 2.702293668e+00
1.230010333e+00 1.568789786e+00 3.862515501e-01 7.394513036e-01 2.890221644e+00
3.725422322e-01 1.118959832e+00 3.805201227e-02 2.730358690e-01 2.254115917e+00
6.127054892e-01 1.480118731e+00 3.943844591e-01 1.711739126e-01 1.794829749e+00
8.587949997e-01 1.443037887e+00 3.076570037e-01 7.340151927e-01 2.967964967e+00
6.937048986e-03 1.293125924e+00 3.471635640e-01 5.860886129e-01 2.040482129e+00
1.013641432e+00 7.887182243e-01 7.592362294e-02 6.781660113e-01 2.204748378e+00
5.799530044e-01 9.295714872e-01 3.825879937e-01 7.162334181e-01 2.780459772e+00
5.877233736e-01 1.212009690e+00 3.114292887e-01 9.560494193e-01 1.874795767e+00
6.494298481e-01 1.240793286e+00 1.841082739e-01 5.815507647e-01 1.706254664e+00
8.110035546e-02 1.437359119e+00 1.307961180e-01 9.231020793e-01 2.121502527e+00
1.338974519e+00 1.325734329e+00 2.850393997e-01 6.330755725e-01 2.058997108e+00
1.254896145e+00 1.176191341e+00 1.728914133e-01 8.175912122e-01 2.900170787e+00
2.917186782e-01 1.332094992e+00 4.571271830e-02 6.472144841e-01 1.788486920e+00
5.404169862e-01 8.437060524e-01 2.529349018e-01 9.099467276e-01 2.210557597e+00
1.455002800e+00 1.420468475e+00 3.009900486e-01 7.426505840e-01 2.145585475e+00
2.409724187e-02 1.220493587e+00 2.290445135e-01 3.314981575e-01 2.890442181e+00
9.583767351e-01 1.315155891e+00 1.828791820e-01 2.061733283e-01 2.158617115e+00
1.148153506e+00 1.394685207e+00 1.498789962e-02 8.057766678e-01 1.626584451e+00
2.599273577e-01 1.450740114e+00 2.880530578e-01 5.099164625e-01 3.010925797e+00
1.402364084e+00 1.545963854e+00 1.785012390e-01 4.160032428e-01 2.636749668e+00
1.450146969e+00 9.200767454e-01 1.257741779e-01 2.398416358e-01 1.592561784e+00
1.570205518e+00 8.312438176e-01 1.646756081e-01 4.625618825e-01 2.597612331e+00
3.710047048e-01 7.885806097e-01 3.359235043e-03 3.308251400e-01 1.976426096e+00
2.939074919e-01 1.207774814e+00 3.494892339e-01 1.194084308e-01 1.615727907e+00
1.210140398e-02 1.380913327e+00 3.920623849e-01 4.257913052e-01 1.950794325e+00
4.650316820e-01 1.233433751e+00 1.963623860e-01 2.821107352e-01 2.666728351e+00
5.947117892e-02 9.095720477e-01 3.549968049e-01 7.762848544e-01 3.055161460e+00
1.947489720e-01 1.068363856e+00 1.560755913e-01 8.813002257e-01 2.892882444e+00
6.685584541e-01 1.457484929e+00 1.216790119e-01 6.504657183e-01 1.698030455e+00
9.512868085e-01 1.517929538e+00 1.439991904e-01 5.830004910e-01 2.566670552e+00
9.123615857e-01 1.278625131e+00 2.768023408e-02 6.523086346e-01 1.588004219e+00
7.820814117e-01 7.887964389e-01 6.022874723e-02 4.612005111e-01 1.767964086e+00
8.735323531e-01 1.138869106e+00 1.455267371e-01 6.188752087e-01 1.577041390e+00
2.204351769e-01 1.276686398e+00 2.382499321e-02 6.770930841e-01 2.427972962e+00
1.109633585e+00 1.228026098e+00 7.417386571e-02 2.596852687e-01 2.724869491e+00
3.170463214e-01 9.611841364e-01 7.420638191e-03 1.900047006e-01 2.289921083e+00
6.153192914e-01 7.916230610e-01 2.879038250e-01 2.242693815e-01 2.547223719e+00
1.463707636e+00 1.325902111e+00 7.487808033e-02 2.800850913e-01 1.824525841e+00
1.293630619e+00 1.181802513e+00 5.008227383e-02 8.678393277e-01 2.498491542e+00
1.426508763e+00 1.078696988e+00 2.145798935e-01 7.485495863e-01 2.666443255e+00
2.162686206e-01 1.098786049e+00 1.444373341e-01 2.697429341e-01 2.685322216e+00
1.403810676e+00 8.518031039e-01 1.777187731e-01 1.686299489e-01 1.625376694e+00
4.461996455e-01 9.864608913e-01 1.077012955e-01 3.552453779e-01 2.005165650e+00
9.567312367e-01 1.283637784e+00 2.595519974e-01 1.178357943e-01 2.103342543e+00
3.102169493e-02 8.878774047e-01 3.616380184e-01 3.446434289e-01 2.738354767e+00
7.616361522e-01 1.388839299e+00 3.702533310e-01 4.709328439e-01 2.311209841e+00
5.134602295e-01 1.219245960e+00 6.201097312e-02 9.838465966e-01 2.962691094e+00
1.069293519e+00 8.337959129e-01 3.376329308e-01 5.654500472e-01 2.836932202e+00
3.718491992e-01 1.373768148e+00 2.532810616e-01 5.697372072e-01 1.889161911e+00
5.478704128e-01 1.306837455e+00 1.592855150e-01 3.180201462e-01 2.591444055e+00
4.347532822e-02 1.306122632e+00 1.131913007e-01 2.626681815e-01 1.619428880e+00
7.284344910e-01 1.461227729e+00 1.014631342e-01 4.811552487e-01 2.990281426e+00
1.346197123e+00 8.142665544e-01 1.591250166e-01 9.706155683e-01 2.293244745e+00
4.002074317e-01 1.173744547e+00 1.878103855e-01 4.673908978e-01 2.013583599e+00
1.310276840e+00 1.145554096e+00 2.052218874e-01 2.843429916e-01 3.025656126e+00
4.790098158e-01 1.322192629e+00 6.736055281e-02 2.789604992e-01 2.804679666e+00
9.441859811e-01 1.342038614e+00 2.440467539e-01 3.831923103e-01 1.769721162e+00
1.627521565e-01 8.097442079e-01 8.205884685e-02 8.486106943e-01 2.553885825e+00
1.060185057e+00 1.172007915e+00 2.401340956e-01 3.649942862e-01 2.933906549e+00
1.045653797e+00 8.585066264e-01 1.407291860e-02 4.907379516e-01 2.251170413e+00
1.157463868e+00 8.276786551e-01 4.172206111e-02 6.416498163e-01 2.643081105e+00
1.044011323e+00 1.181909567e+00 3.119276554e-02 1.383596268e-01 2.420080488e+00
5.061555926e-01 1.158044664e+00 2.760050879e-02 9.719614884e-01 2.468825091e+00
6.866422778e-01 1.516805889e+00 5.555164815e-02 9.966276764e-01 2.071825747e+00
5.555066938e-03 1.185589729e+00 1.381517322e-01 4.228969089e-01 1.805817491e+00
9.861003115e-03 9.066092509e-01 4.257988907e-03 3.553054989e-01 1.773544310e+00
1.804768597e-01 7.898632811e-01 3.891735769e-01 1.773970873e-01 1.755804455e+00
7.397176953e-01 9.344949607e-01 2.813336538e-01 5.597691296e-01 2.093658689e+00
1.316806566e+00 1.422207099e+00 3.254663497e-01 5.482478218e-01 2.438320604e+00
2.638710501e-01 1.452981574e+00 1.176901614e-01 1.999072857e-01 1.818646910e+00
2.770098015e-01 1.012038548e+00 2.917789646e-01 6.299099471e-01 2.587487077e+00
1.179407828e-02 1.474239539e+00 3.118602024e-01 9.448897069e-01 1.876943397e+00
1.059553224e+00 1.183224195e+00 5.897075819e-02 5.950155357e-01 3.092164065e+00
5.227366314e-01 1.402386859e+00 9.023707830e-02 8.325172822e-01 2.974199316e+00
9.770660762e-01 1.443707566e+00 1.641246186e-01 6.884342462e-01 1.696853328e+00
1.358255553e+00 1.279265719e+00 2.751715506e-01 3.705108928e-01 2.729409792e+00
4.639666532e-01 8.004917204e-01 7.756651555e-02 4.021153768e-01 1.643024996e+00
1.275412938e+00 1.168883783e+00 1.707263836e-01 2.198430776e-01 2.861166253e+00
6.084493905e-01 1.027857628e+00 6.455357870e-02 1.409652555e-01 1.877165779e+00
1.193968579e+00 9.375109159e-01 1.956607723e-01 7.732950727e-01 3.110731772e+00
1.027685155e+00 1.284083044e+00 3.231272142e-02 3.460226053e-01 2.880907068e+00
1.359457066e+00 1.117311022e+00 3.689538251e-01 5.062739334e-01 2.832187468e+00
8.070973752e-01 1.483258792e+00 1.146833379e-01 8.091041406e-01 2.895497561e+00
1.047696714e+00 1.358877852e+00 1.583561978e-01 6.316347864e-01 2.293721633e+00
1.173645076e+00 1.434141817e+00 1.776726987e-01 5.805626891e-01 2.755072270e+00
6.237048958e-01 1.196987919e+00 1.870272573e-01 5.415512442e-01 2.646499644e+00
4.516218882e-01 1.378343185e+00 3.127355479e-01 4.572302350e-01 2.748022914e+00
9.898463239e-01 9.233759850e-01 6.931891242e-02 8.387034781e-01 1.718790348e+00
8.282803498e-01 1.337460616e+00 2.711688925e-01 4.862089789e-01 2.683812780e+00
2.419234280e-01 1.458213204e+00 1.300845102e-01 4.796167907e-01 2.024968869e+00
6.069735447e-01 1.526571378e+00 8.576391388e-02 2.093153180e-01 1.803030588e+00
9.398866296e-01 8.119112297e-01 1.639196846e-01 1.382970501e-01 1.896017876e+00
3.250936492e-01 9.856237650e-01 4.939223078e-02 2.442032314e-01 2.825941563e+00
1.042761609e+00 9.354320302e-01 3.398704647e-01 9.287214185e-01 2.188242832e+00
1.186366011e+00 1.217696241e+00 2.763533871e-01 8.320116960e-01 1.733097168e+00
8.371154285e-01 1.299135717e+00 2.523725748e-01 2.272337607e-01 3.123608629e+00
5.436243897e-02 1.235174741e+00 1.159019586e-01 4.526925771e-01 1.606825895e+00
1.627896575e-01 1.144772909e+00 1.718327526e-01 4.539914863e-01 2.340968401e+00
1.345469913e+00 9.383070591e-01 2.288456044e-01 6.043164969e-01 2.152866568e+00
1.425910844e+00 1.533972654e+00 8.544574335e-02 5.196514563e-01 2.595358807e+00
1.251659325e+00 1.472632285e+00 2.271862115e-01 5.857241657e-01 2.580732359e+00
1.132747757e+00 1.042217630e+00 1.127872315e-01 6.477753313e-01 2.415125095e+00
5.136663383e-01 1.268131019e+00 3.303362170e-01 9.749405709e-01 2.953160822e+00
6.685996652e-01 1.075593460e+00 1.704280137e-01 9.442179577e-01 2.729080177e+00
6.718667035e-01 1.502759790e+00 3.536860915e-01 2.581914142e-01 2.960359917e+00
3.541867108e-01 1.042608790e+00 1.109298452e-01 7.133029793e-01 1.941617041e+00
4.396309795e-01 9.632201613e-01 6.289465462e-02 1.582892604e-01 2.678112996e+00
8.878097291e-01 1.175371638e+00 1.413447001e-01 8.884301767e-01 1.660005109e+00
9.088820920e-01 1.496162544e+00 1.789869727e-01 9.355821047e-01 3.062700188e+00
6.897376520e-01 1.532951720e+00 2.898195592e-01 2.734509440e-01 2.800164481e+00
8.107566006e-01 1.319581467e+00 1.410094726e-01 9.413506956e-01 3.034997701e+00
4.012324793e-01 1.165866980e+00 1.044690576e-01 4.146672298e-01 2.277909516e+00
8.950964021e-01 9.139594245e-01 1.306933611e-01 2.182811764e-01 1.694370654e+00
3.252946965e-01 1.129616827e+00 3.584500169e-02 8.519043823e-01 2.935623290e+00
5.236176996e-01 8.144985883e-01 3.070146354e-01 2.727190080e-01 1.584391386e+00
1.690953910e-01 1.041819759e+00 2.383136823e-01 1.284363988e-01 2.773446977e+00
4.850876614e-01 9.993131737e-01 8.704030991e-02 8.982883374e-01 2.464620956e+00
1.025273891e+00 1.048009996e+00 1.960989955e-01 9.837232484e-01 2.227931859e+00
7.851746783e-01 7.854692054e-01 7.833537000e-02 1.145104542e-01 2.561755737e+00
1.117884241e+00 1.141536265e+00 2.048810007e-02 6.352863137e-01 2.874102465e+00
6.142039669e-01 1.501159402e+00 2.387883687e-01 1.464176445e-01 2.042815058e+00
4.396569694e-02 1.265234565e+00 3.206229147e-03 6.326618212e-01 2.441396307e+00
1.443050924e+00 1.020376471e+00 3.846050519e-01 6.301948356e-01 2.969398421e+00
2.961225751e-01 1.305647197e+00 1.589945792e-01 4.379223651e-01 3.014573992e+00
6.661932044e-01 1.391974888e+00 6.520778198e-02 8.343851431e-01 2.872482207e+00
8.111298690e-02 1.036884224e+00 1.077216640e-01 2.936453005e-01 2.516096552e+00
1.046497784e+00 9.194542607e-01 2.927092400e-01 1.025946957e-01 3.097522322e+00
1.757792794e-01 9.418945603e-01 2.557729455e-01 2.224177049e-01 2.604303055e+00
1.289879293e+00 1.518821587e+00 3.219954225e-01 3.220362693e-01 3.082752412e+00
3.723587540e-01 9.940696787e-01 1.743127194e-01 4.645652550e-01 2.858351396e+00
2.017286945e-01 1.201474257e+00 2.212707348e-01 7.412060397e-01 2.934961739e+00
1.051890441e-01 1.459953365e+00 1.376757355e-01 8.724215131e-01 1.838067112e+00
1.429267719e+00 8.368782774e-01 1.764159438e-01 1.910849605e-01 2.399009843e+00
7.029980660e-01 1.161950217e+00 3.594498453e-01 1.765819230e-01 1.893750706e+00
1.507887723e+00 1.049125229e+00 2.253955858e-01 6.136874175e-01 2.086922176e+00
4.560395628e-01 1.296010341e+00 2.840504865e-01 8.111967104e-01 2.044072288e+00
7.489079942e-01 1.363520452e+00 1.296846041e-01 2.021805003e-01 2.966428059e+00
6.003201670e-01 1.018518928e+00 2.656184366e-01 1.745234322e-01 2.063296651e+00
3.071267525e-01 1.077049340e+00 1.671216724e-01 8.688077412e-01 2.990680650e+00
1.489465472e+00 1.512313064e+00 2.973271865e-01 5.594739001e-01 2.792435855e+00
2.713730217e-01 1.150937311e+00 3.872807999e-01 7.691553817e-01 2.685034797e+00
4.539324805e-01 1.349777482e+00 2.233102987e-01 7.775705442e-01 2.457313468e+00
1.460240987e+00 1.459259541e+00 6.616074825e-02 8.418905394e-01 2.692892905e+00
5.865284342e-01 1.541215781e+00 1.566470156e-01 2.858387747e-01 2.969181177e+00
1.332685425e+00 1.430393958e+00 2.163380003e-01 1.858263991e-01 2.881476497e+00
1.595004702e-01 1.273474761e+00 9.610662617e-02 8.488455683e-01 2.778377413e+00
6.048057237e-01 1.151886062e+00 2.371298939e-01 2.929955345e-01 2.996662277e+00
1.054688342e+00 1.178387793e+00 6.886581036e-02 8.874275876e-01 1.573167020e+00
1.083316616e+00 1.492082483e+00 1.665487783e-01 9.774112180e-01 1.618999174e+00
3.542603291e-03 1.500416336e+00 6.186420182e-02 2.862081633e-01 1.774232704e+00
5.172107673e-01 8.290010147e-01 1.427313341e-01 7.061580619e-01 2.393043635e+00
5.218969473e-01 1.544850060e+00 2.535168744e-01 9.491060496e-01 3.131191467e+00
9.740323036e-01 9.827826492e-01 1.144889027e-01 2.489156334e-01 2.943813461e+00
2.009736395e-01 1.117668608e+00 2.769650795e-01 9.303492586e-01 1.845128999e+00
4.033764399e-01 1.130321937e+00 2.531134292e-02 4.391493576e-01 2.086949070e+00
8.584669249e-01 1.172795150e+00 1.234109202e-01 7.807837711e-01 1.745752813e+00
1.181150230e-01 1.285814422e+00 3.280185905e-01 8.881092428e-01 1.999470778e+00
3.236693520e-02 1.222349428e+00 8.002478431e-02 2.686953961e-01 3.089094761e+00
9.400236526e-01 7.957114737e-01 3.750129704e-01 9.895990015e-01 1.663656382e+00
9.914495760e-01 1.419905278e+00 3.947439721e-01 5.618383995e-01 2.985286891e+00
9.491914711e-01 1.170540210e+00 3.134348984e-01 3.890250683e-01 1.741120714e+00
7.749506972e-02 1.209911158e+00 1.119946813e-01 4.091021766e-01 2.068180571e+00
3.817817474e-01 1.407891785e+00 3.873190593e-01 8.713096380e-01 2.793716289e+00
1.568484031e+00 1.475107816e+00 6.255211008e-03 5.728157466e-01 2.359158096e+00
2.186415288e-01 1.043555722e+00 1.895830043e-01 2.910686125e-01 1.710079317e+00
2.178947106e-01 1.117972810e+00 1.955005500e-01 4.627014189e-01 2.496671773e+00
4.116396657e-01 9.082501904e-01 6.050450240e-02 1.391224294e-01 1.764415506e+00
2.927618228e-01 1.220791382e+00 1.006981567e-01 2.761417275e-01 2.054101452e+00
1.046834819e+00 1.451715364e+00 3.217957215e-01 8.407765159e-01 2.914059365e+00
1.682010514e-01 1.494385986e+00 1.330998279e-01 6.903906188e-01 2.899441227e+00
9.224928261e-01 1.078064044e+00 3.819792229e-01 9.699324397e-01 2.842503006e+00
1.932758687e-01 8.984293458e-01 1.133393258e-01 8.464036334e-01 2.114321975e+00
7.984572959e-01 1.003059768e+00 2.951617929e-02 7.453968911e-01 3.060441770e+00
1.249937728e+00 1.479757559e+00 1.739178251e-01 8.540637236e-01 2.255682405e+00
5.746156486e-02 9.462575708e-01 2.759068932e-01 4.007804161e-01 2.532173913e+00
2.571831233e-01 9.025388504e-01 3.170610020e-01 6.676996354e-01 1.749848585e+00
6.841330136e-01 9.292021594e-01 7.006462081e-02 6.139171792e-01 2.027234009e+00
1.377279285e+00 1.004970703e+00 2.148643845e-01 7.142735836e-01 1.648028322e+00
5.478502097e-01 1.485993887e+00 1.530239000e-01 1.829330844e-01 2.480262849e+00
1.356199445e+00 1.506849998e+00 2.037388781e-01 8.493144572e-01 1.879196298e+00
8.009172183e-01 8.207262375e-01 1.026443988e-01 3.294267434e-01 1.919335710e+00
1.544623735e+00 9.524549324e-01 4.972177435e-02 9.508752046e-01 2.791342085e+00
4.070491787e-02 1.493700624e+00 4.453198874e-02 7.169808475e-01 2.726009880e+00
2.648044889e-01 1.276717595e+00 4.824021242e-02 2.319247292e-01 2.446017826e+00
3.926301972e-01 1.087936375e+00 1.231513727e-01 3.561106167e-01 1.937169983e+00
1.053402578e+00 9.412080355e-01 3.507843786e-01 1.807486056e-01 2.171512862e+00
1.328417308e+00 8.127405403e-01 8.184717475e-02 6.807295647e-01 2.422395367e+00
1.063115690e-01 1.202421575e+00 1.585851066e-01 1.905731652e-01 2.216525402e+00
8.192469639e-01 1.064774799e+00 2.596126115e-01 2.021065398e-01 2.536841403e+00
1.595772000e-02 9.703960934e-01 3.030452274e-01 1.960037140e-01 1.939409488e+00
8.071445147e-01 1.424986771e+00 3.228233400e-01 7.396499922e-01 1.738913715e+00
1.143812939e+00 1.194002165e+00 3.167767220e-01 1.520269589e-01 1.732637281e+00
1.260344382e+00 8.704900106e-01 2.906142934e-01 4.889591941e-01 2.928381897e+00
1.145060821e+00 1.434577845e+00 3.039343981e-01 3.189442120e-01 2.496427555e+00
1.186779157e+00 1.378490120e+00 8.504816368e-02 6.613801980e-01 1.694618212e+00
9.538134478e-01 9.504299065e-01 3.495571429e-01 6.864138571e-01 2.332751121e+00
3.225071666e-01 1.330852750e+00 1.291142510e-01 1.759239965e-01 1.590521177e+00
4.302458700e-01 1.192843242e+00 2.093095605e-01 1.771698023e-01 2.511510408e+00
1.450138326e-01 1.206122638e+00 3.956688334e-01 6.812403294e-01 2.060824455e+00
1.482103002e+00 8.260873618e-01 1.476269733e-01 2.310262486e-01 3.118449327e+00
1.352853541e+00 1.458283925e+00 1.349381703e-01 3.926437695e-01 2.047630456e+00
7.292578778e-01 1.358525812e+00 3.603196892e-01 4.066339589e-01 3.019238694e+00
1.236750610e-01 1.487480243e+00 5.450819169e-02 4.705581981e-01 2.156757995e+00
1.654598815e-01 8.370208703e-01 2.837978120e-01 8.737764102e-01 3.089422217e+00
1.125942727e+00 1.006740948e+00 1.993189062e-01 9.986811838e-01 2.548773026e+00
1.043885621e+00 1.244792771e+00 2.349201944e-01 1.376755829e-01 2.397493338e+00
9.869800402e-01 1.563655833e+00 2.386055225e-01 9.675850117e-01 3.071284030e+00
5.602655536e-01 9.189709731e-01 2.877418260e-01 4.881978991e-01 2.196428070e+00
1.022644419e+00 1.385827494e+00 1.438261800e-01 6.895442529e-01 1.726708683e+00
1.000030958e+00 1.068249876e+00 3.559000345e-02 1.965299296e-01 2.283407301e+00
5.994446049e-01 8.586810767e-01 8.030679597e-02 7.698814211e-01 2.290171754e+00
1.323149787e+00 8.112032255e-01 2.200267245e-01 1.298206591e-01 1.920130972e+00
1.052977234e+00 1.138681732e+00 3.024886476e-01 2.130637178e-01 1.913722780e+00
9.353463715e-01 8.342013994e-01 1.736750614e-01 8.462166218e-01 3.048348397e+00
3.643513237e-01 7.865229540e-01 1.526998884e-01 3.640031297e-01 3.064979080e+00
8.967353691e-01 1.064827210e+00 2.010467122e-01 7.373763655e-01 3.026801815e+00
3.913123401e-01 7.998809099e-01 2.777815381e-01 2.776233628e-01 2.705964168e+00
6.508278984e-01 1.008419543e+00 3.024319407e-02 8.891221607e-01 1.754740593e+00
5.869852121e-01 9.854807476e-01 1.305313323e-01 4.291453820e-01 2.750424054e+00
1.487255664e+00 1.433323974e+00 3.161294788e-01 2.618087982e-01 1.603570164e+00
1.855390138e-01 1.045634720e+00 1.158553310e-01 8.385259268e-01 2.684467466e+00
1.019781602e+00 8.239351318e-01 2.863638919e-01 9.431958180e-01 2.218072833e+00
6.975448346e-01 1.321086910e+00 1.692545956e-01 8.679089751e-01 3.007287188e+00
4.048701847e-01 1.354145961e+00 2.683082799e-01 2.756253194e-01 1.756597628e+00
5.742344206e-01 1.200360737e+00 1.488028964e-01 2.777622999e-01 2.167306021e+00
4.547702192e-01 1.291874750e+00 1.566451036e-01 2.290941868e-01 2.764416482e+00
6.652202149e-01 1.316818418e+00 3.112618721e-01 4.377295863e-01 2.820243443e+00
5.621183525e-01 1.301260158e+00 1.623896384e-01 2.596199661e-01 2.755906805e+00
8.231250408e-01 9.345421852e-01 1.014579314e-01 7.889148470e-01 2.084548785e+00
1.222855047e+00 9.200492065e-01 1.726372252e-01 2.301600153e-01 2.844762275e+00
8.529963088e-01 1.126353994e+00 2.451169664e-01 4.443255686e-01 2.499326118e+00
8.401188150e-01 8.574232380e-01 3.281777775e-01 5.472631950e-01 2.576767364e+00
4.498824416e-01 8.640534436e-01 3.154291322e-01 2.155266823e-01 3.046399761e+00
3.976783912e-01 1.052106437e+00 2.524799915e-02 5.334358587e-01 1.912676401e+00
3.220485639e-01 1.538497061e+00 2.655199382e-01 5.779203907e-01 2.525041064e+00
6.362072530e-01 8.721551045e-01 1.872444892e-01 4.328709711e-01 2.943666060e+00
3.858117888e-01 1.378140375e+00 1.879560214e-01 5.942812550e-01 2.985828882e+00
2.105262730e-01 1.439086217e+00 1.161862598e-01 6.464221235e-01 2.676860680e+00
1.511026961e+00 1.373475049e+00 3.430235856e-01 5.746043935e-01 1.771780094e+00
1.743550031e-02 8.425481188e-01 3.736282527e-01 3.238124548e-01 3.073552455e+00
1.359431399e-01 1.353602856e+00 3.257417430e-01 9.641170272e-01 2.444255429e+00
7.992769864e-01 1.479608358e+00 8.560885528e-02 9.166141273e-01 2.505013228e+00
1.158564716e+00 1.013000463e+00 9.232933385e-02 7.056836647e-01 2.791392886e+00
3.832434961e-01 1.367607476e+00 2.657744588e-01 5.172989339e-01 2.445955819e+00
1.099895867e+00 1.282775480e+00 1.946744989e-01 4.035753536e-01 2.877568437e+00
7.496861769e-01 1.095482545e+00 1.764292218e-01 1.759863992e-01 1.817264598e+00
1.566595297e+00 7.857253834e-01 1.940303488e-01 8.645045736e-01 2.310824939e+00
5.901095152e-01 1.380027926e+00 3.333461983e-01 5.373801612e-01 2.554785519e+00
1.377890674e+00 1.095803348e+00 7.414878282e-03 8.324931509e-01 2.008237929e+00
7.255654225e-01 1.200304543e+00 3.806756391e-01 3.401141899e-01 2.967856531e+00
2.093426481e-01 8.583542318e-01 1.235544903e-01 6.133240880e-01 2.279666350e+00
1.283246287e+00 9.558553837e-01 1.677775714e-01 3.523528982e-01 2.782977985e+00
1.227665614e+00 1.200840238e+00 1.732177430e-02 3.036030890e-01 2.713606060e+00
8.484203163e-01 9.882047946e-01 5.576169309e-02 9.593817961e-01 2.871042518e+00
9.151701904e-01 1.195409144e+00 3.314048460e-01 9.967094022e-01 2.605025654e+00
1.361168391e+00 8.676862684e-01 2.658708215e-01 2.951021429e-01 2.952511967e+00
2.704643067e-01 1.259948034e+00 1.944616229e-01 3.675993062e-01 2.638367208e+00
1.490197082e+00 1.406575936e+00 3.069548424e-01 7.604161202e-01 3.071054614e+00
1.406048533e+00 1.358091671e+00 3.081485125e-02 6.058387399e-01 2.854488221e+00
8.011595144e-01 1.026286740e+00 3.361155932e-01 5.443847480e-01 3.105386243e+00
8.561832924e-01 1.241913233e+00 3.268298610e-01 3.752403970e-01 3.028695165e+00
1.361920189e-01 1.007097074e+00 1.794958862e-01 3.168915333e-01 1.752610328e+00
1.510217688e+00 1.058722038e+00 2.504967008e-01 4.256673183e-01 3.034842631e+00
1.091781874e+00 1.433969561e+00 3.702884815e-01 9.688212345e-01 2.546067589e+00
1.539813766e+00 8.665471949e-01 2.346638923e-01 6.224285980e-01 3.016915083e+00
1.255158857e+00 1.204044246e+00 9.053462194e-02 9.350888958e-01 1.714518800e+00
8.297001920e-01 1.565847857e+00 3.490085792e-01 2.291993409e-01 2.914821524e+00
1.176268229e+00 1.020994506e+00 5.477259137e-02 3.253206166e-01 1.981839876e+00
7.057442469e-01 9.558041738e-01 2.070637186e-01 2.230261520e-01 1.594367822e+00
1.070856265e+00 1.003579936e+00 4.252736334e-02 9.125033838e-01 1.620710431e+00
4.181911656e-01 9.189667131e-01 1.409004940e-01 4.531708010e-01 3.028760476e+00
1.248976072e+00 9.875427867e-01 1.528994377e-01 9.604367523e-01 1.911490411e+00
1.633758555e-01 8.535248561e-01 2.029542802e-01 1.833632350e-01 2.945314249e+00
1.092294497e+00 9.060241902e-01 1.197465611e-01 5.701774308e-01 2.070044487e+00
1.313144070e+00 1.483475835e+00 1.737601307e-01 9.787174984e-01 2.028256869e+00
4.392597733e-02 8.033478053e-01 2.499914400e-01 9.543237696e-01 2.199532375e+00
1.501139572e+00 1.445271313e+00 2.808172406e-01 9.236559310e-01 1.757503967e+00
1.785771486e-01 1.402514075e+00 2.772940284e-01 5.792635365e-01 2.742000310e+00
9.568116286e-01 1.232708251e+00 1.324125044e-01 3.942579757e-01 1.579695264e+00
9.268877491e-02 8.982646825e-01 2.609710395e-01 1.054342644e-01 2.045519366e+00
1.447238918e+00 1.169737470e+00 2.012580279e-01 7.563822129e-01 2.284819270e+00
1.288823124e+00 7.974227443e-01 2.161159413e-01 6.219479323e-01 2.576453827e+00
1.566712687e-01 7.864641210e-01 3.614036128e-01 6.915716148e-01 2.217772701e+00
4.258764462e-01 1.267911333e+00 1.342050329e-01 2.532389801e-01 1.901551338e+00
1.479739782e+00 1.035229590e+00 1.132016053e-01 2.275652378e-01 2.927601278e+00
1.085768577e+00 1.324049046e+00 2.921320825e-01 7.712643886e-01 2.140709923e+00
2.827646897e-01 1.127153190e+00 1.456612238e-01 9.946290004e-01 1.679652344e+00
3.517509188e-01 1.069667016e+00 1.368736012e-02 2.595764800e-01 2.458840573e+00
4.593127432e-02 8.014008600e-01 7.394080418e-02 8.739068738e-01 2.746520975e+00
1.526044045e+00 8.994957850e-01 1.248541351e-01 7.422831006e-01 1.578455140e+00
4.401255987e-01 1.500297352e+00 8.110126661e-02 8.541737327e-01 2.296961202e+00
4.361427923e-02 1.435783748e+00 3.018980797e-01 2.308329366e-01 2.280286602e+00
1.336982058e+00 1.183236170e+00 2.593481804e-01 9.551040006e-01 2.023635621e+00
1.187093769e+00 1.196859630e+00 1.408616768e-01 3.068922872e-01 2.718458408e+00
1.660827676e-01 9.704150682e-01 1.056621229e-01 7.522194512e-01 2.215642480e+00
2.378001268e-01 1.162919704e+00 1.984082590e-01 1.191962381e-01 2.504093724e+00
9.029685911e-02 1.520203198e+00 1.057848814e-01 4.048232537e-01 2.818667715e+00
